sample_id,model_idx,scenario_idx,success,Ra,La,J,b,Kt,Ke,gain_proxy,Te,Tm,reference_type,ref_amplitude,ref_secondary_amplitude,disturbance_amplitude,noise_std,q1,q2,r1,iae,ise,control_energy,control_variation,overshoot,settling_time,meta_cost,search_method,sample_dir
20,2,0,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,step,94.86080194569492,109.07924908785249,0.10880497284439522,0.33083063158388054,38.33470583465639,0.07028538362101731,0.00010001302141127148,211.42681194056567,18636.427468758804,1342.414634260794,1.5999961002223981,0.0,2.4,37975.536104857354,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000020
21,2,1,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,multi_step,29.446666806151526,94.6789611349026,-0.1508968270354056,0.41555633606245307,1.1621920525218692,18.321118507451438,0.0003531429380008767,140.4319915545034,10564.021541558994,1342.392722727008,1.600003528119689,0.0,2.4,21617.738694094256,LHS,mpc_qr_dataset_streaming\samples\sample_000021
22,2,2,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,sine,37.92683081577391,79.93827915208435,0.11096193529647103,0.4859132130304837,0.9659031893194159,0.19579250709528276,0.876873207186705,163.27560360410243,11137.622944047798,1342.4111298741586,1.6000019832439203,0.0,2.4,22833.473255500776,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000022
23,2,3,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,multi_step,34.38975025512508,21.393628770820154,-0.15126699814858757,0.2531649658103165,5.272686879198009,0.19579250709528276,0.0038334741457429107,50.467171697054404,1308.8421032669983,1342.402824960256,1.5999833016001441,0.0,2.4,2837.4858620382524,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000023
24,2,4,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,sine,78.11166092209024,39.97756516600576,-0.14757689937707472,0.061876901825172304,5.107447750864883,0.20703698340603036,0.11010449663651795,155.11276278767005,10060.746687345292,1342.4084541737463,1.6000005133574855,0.0,2.4,20655.23208578795,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000024
25,2,5,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,multi_step,59.75781938249406,50.09486917809397,-0.085421509247178,0.46240421465601356,0.01855275009999057,32.534286919881076,0.00038234339562144353,118.47375146120321,5927.82049830146,1342.3992660029348,1.6000141034213613,0.0,2.4,12279.462214991849,LHS,mpc_qr_dataset_streaming\samples\sample_000025
26,2,6,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,multi_step,75.51980423268247,83.39751116810851,0.18649276485727267,0.2980212766171864,1.3373476521084864,16.833493560881514,0.03766250852851275,181.5824911224698,13759.104494403526,1342.3994535408565,1.6000049243818797,0.0,2.4,28131.356435097725,LHS,mpc_qr_dataset_streaming\samples\sample_000026
27,2,7,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,step,100.43609156129708,66.73816015552916,0.13177144595309453,0.39840854416258087,41.41026295762258,0.026086022527814775,0.15109192087829978,227.19491569133038,21569.249642350776,1342.434454477556,1.6000317453129262,0.0,2.4,43888.48575608669,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000027
28,2,8,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,multi_step,73.07695905990535,80.60158207000109,-0.05032638263712694,0.21294104318675494,0.026086022527814775,0.026086022527814775,0.510744775086488,169.05789371056855,11919.546752485761,1342.3977223809861,1.5999991541790517,0.0,2.4,24414.66707217999,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000028
29,2,9,True,1.8047720724540823,0.5872087140097927,0.016304509446148252,0.14538927432707946,0.09870194120006076,0.10984751128111676,0.3612324186670675,0.32536447287292153,0.11214382575064176,step,106.7490631752325,65.38968820762997,0.12662750536956419,0.05263903992706248,5.10744775086488,0.009231212392341802,0.5107447750864885,241.33438520836702,24306.692449875558,1342.3972080635572,1.6000019347023746,0.0,2.4,49405.78791587612,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000029
30,3,0,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,sine,36.55317227352782,48.47200823379356,-0.17784183633429596,0.08732073546792635,0.008194276957592736,0.0010001372942296653,0.04185753316942479,101.64079233174488,4317.247171240456,1342.3993023046835,1.599958245637865,0.0,2.4,9007.816682503664,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000030
31,3,1,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,sine,79.11438161109712,88.07145267995064,0.15000197689384343,0.425565813411103,0.0021530309974563395,0.03989487068704159,0.10862484867337041,198.0059829705977,16340.519343897644,1342.400753958286,1.6000049478749065,0.0,2.4,33343.456674652385,LHS,mpc_qr_dataset_streaming\samples\sample_000031
32,3,2,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,multi_step,38.14984095965241,43.6744871104396,-0.1802983520289624,0.1868070692297858,5.825222224778669,0.0010000776773264742,0.0007955978658334505,89.58336339665162,3347.921440553585,1342.4052893414712,1.5999963906065673,0.0,2.4,7032.993235583729,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000032
33,3,3,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,sine,30.167190290371597,103.34585537885597,0.1374299806391011,0.45132657196380854,0.09765500442020017,0.001236152375624043,1.6123511357837101,211.67132770934134,18939.379851042195,1342.4038268338977,1.6000029550020372,0.0,2.4,38582.173876701854,LHS,mpc_qr_dataset_streaming\samples\sample_000033
34,3,4,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,step,100.20258802735935,97.94775407713288,0.01442721437905492,0.25711143509520723,26.864459901195996,0.0015786991236902885,0.0001650520180543692,228.36705097849537,21733.458715532626,1342.4223605545342,1.600009508133511,0.0,2.4,44220.41970250387,LHS,mpc_qr_dataset_streaming\samples\sample_000034
35,3,5,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,sine,66.27993655935158,58.508949610035344,-0.00884909039050169,0.2084446842974425,0.026086022527814775,0.0010000799840921856,0.02793794696284991,145.80006196723647,8864.61631897289,1342.4002728968435,1.599970087505831,0.0,2.4,18235.032835996706,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000035
36,3,6,True,1.6532470855641426,0.5188867327512904,0.016046425418697777,0.23895970285476098,0.0962066934784815,0.09287743865942287,0.23813840756531962,0.31385915467936787,0.0671511774872383,multi_step,56.7511810115128,56.63924498262474,-0.08124941017148589,0.4744289633576702,0.026082546826055066,61.69404664601386,0.004982621854918362,124.70840832209757,6492.777088999604,1342.3922640470323,1.600011266139785,0.0,2.4,13428.079016731159,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000036
